公告,#genre#
纪实人文,http://36.105.100.208:35455/itv/5000000004000010282.m3u8?cdn=bestzb$LR•IPV4『线路1』
纪实人文,http://139.129.231.228/rtp/239.21.1.195:5002$LR•IPV4『线路2』
纪实人文,http://139.196.151.191/rtp/239.45.3.212:5140$LR•IPV4『线路3』
生活时尚,http://36.105.100.208:35455/itv/5000000002000019634.m3u8?cdn=bestzb$LR•IPV4『线路1』
生活时尚,http://139.196.151.191:2051/rtp/239.45.3.132:5140$LR•IPV4『线路2』
生活时尚,http://120.55.49.231:3095/rtp/233.50.201.187:5140$LR•IPV4『线路3』
上海都市,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6990&tk=23a9aca1f79f$LR•IPV4
都市剧场,http://36.105.100.208:35455/itv/5000000011000031111.m3u8?cdn=bestzb$LR•IPV4『线路1』
都市剧场,http://139.196.151.191/rtp/239.45.3.136:5140$LR•IPV4『线路2』
东方影视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1285&tk=2aca1ad9a849$LR•IPV4『线路1』
东方影视,http://139.196.151.191:2051/rtp/239.45.3.237:5140$LR•IPV4『线路2』
第一财经,http://36.105.100.208:35455/itv/5000000010000027146.m3u8?cdn=bestzb$LR•IPV4『线路1』
第一财经,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4810&tk=23a9aca1f79f$LR•IPV4『线路2』
第一财经,http://139.196.151.191:2051/rtp/239.45.3.211:5140$LR•IPV4『线路3』
第一财经,http://120.55.49.231:3095/rtp/233.50.200.125:5140$LR•IPV4『线路4』
东方财经,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4946&tk=97475bb89d45$LR•IPV4『线路1』
东方财经,http://139.196.151.191:2051/rtp/239.45.1.119:5140$LR•IPV4『线路2』
欢笑剧场,http://36.105.100.208:35455/itv/5000000002000009455.m3u8?cdn=bestzb$LR•IPV4『线路1』
欢笑剧场,http://139.196.151.191/rtp/239.45.3.196:5140$LR•IPV4『线路2』
五星体育,http://36.105.100.208:35455/itv/5000000010000017540.m3u8?cdn=bestzb$LR•IPV4『线路1』
五星体育,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4759&tk=7d4ad8f156e3$LR•IPV4『线路2』
五星体育,http://139.196.151.191:2051/rtp/239.45.3.210:5140$LR•IPV4『线路3』
法治天地,http://36.105.100.208:35455/itv/2000000002000000014.m3u8?cdn=hnbblive$LR•IPV4『线路1』
法治天地,http://139.196.151.191/rtp/239.45.1.46:5140$LR•IPV4『线路2』
动漫秀场,http://36.105.100.208:35455/itv/5000000011000031113.m3u8?cdn=bestzb$LR•IPV4『线路1』
动漫秀场,http://120.55.49.231:3095/rtp/233.50.201.184:5140$LR•IPV4『线路2』
动漫秀场,http://139.196.151.191/rtp/239.45.3.134:5140$LR•IPV4『线路3』
游戏风云,http://36.105.100.208:35455/itv/5000000011000031114.m3u8?cdn=bestzb$LR•IPV4『线路1』
游戏风云,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0002&tk=f6cc1e0a0e1a$LR•IPV4『线路2』
游戏风云,http://139.196.151.191:2051/rtp/239.45.3.131:5140$LR•IPV4『线路3』
游戏风云,http://120.55.49.231:3095/rtp/233.50.201.183:5140$LR•IPV4『线路4』
哈哈炫动,http://61.138.128.226:19901/tsfile/live/1016_1.m3u8$LR•IPV4『线路1』
哈哈炫动,http://36.105.100.208:35455/itv/5000000011000031123.m3u8?cdn=bestzb$LR•IPV4『线路2』
哈哈炫动,http://60.29.124.66:6080/hls/62/index.m3u8$LR•IPV4『线路3』
哈哈炫动,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7248&tk=23a9aca1f79f$LR•IPV4『线路4』
哈哈炫动,http://120.238.94.10:9901/tsfile/live/1037_1.m3u8$LR•IPV4『线路5』
哈哈炫动,http://139.129.231.228:50060/rtp/239.21.1.51:5002$LR•IPV4『线路6』
哈哈炫动,http://120.55.49.231:3095/rtp/233.50.201.74:5140$LR•IPV4『线路7』
哈哈炫动,http://139.196.151.191/rtp/239.45.1.55:5140$LR•IPV4『线路8』
📡  浙江频道,#genre#
浙江教育,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?$LR•IPV4『线路1』
浙江教育,http://120.55.49.231:3095/rtp/233.50.201.134:5140$LR•IPV4『线路2』
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8$LR•IPV4『线路1』
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8$LR•IPV4『线路2』
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?$LR•IPV4『线路1』
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$LR•IPV4『线路2』
浙江少儿,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6980&tk=e640d0a1bf70$LR•IPV4『线路3』
杭州导视,http://www.jeremyoto.com:82/rtp/233.50.201.182:5140$LR•IPV4
宁波TV1,http://www.jeremyoto.com:82/rtp/233.50.201.168:5140$LR•IPV4
宁波TV2,http://www.jeremyoto.com:82/rtp/233.50.201.178:5140$LR•IPV4
宁波TV3,http://www.jeremyoto.com:82/rtp/233.50.201.179:5140$LR•IPV4
宁波TV4,http://www.jeremyoto.com:82/rtp/233.50.201.180:5140$LR•IPV4
丽水新闻,http://120.55.49.231:3095/rtp/233.50.201.162:5140$LR•IPV4
📡  江苏频道,#genre#
南京教科,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1124&tk=b53028476470$LR•IPV4
南京十八,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1141&tk=e503191f8e20$LR•IPV4
📡  广东频道,#genre#
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8$LR•IPV4『线路1』
广东珠江,http://36.105.100.208:35455/itv/2000000003000000033.m3u8?cdn=hnbblive$LR•IPV4『线路2』
广东珠江,http://mh0.asia:35455/itv/1000000004000011655.m3u8?cdn=ystenlive$LR•IPV4『线路3』
广东珠江,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6340&tk=f6cc1e0a0e1a$LR•IPV4『线路4』
广东珠江,http://120.238.94.10:9901/tsfile/live/1009_1.m3u8$LR•IPV4『线路5』
广东珠江,http://mzitv.cn:32/tsfile/live/1006_1.m3u8$LR•IPV4『线路6』
广东珠江,http://120.77.205.62:8087/rtp/239.77.0.1:5146$LR•IPV4『线路7』
广东珠江,http://183.11.239.36:808/hls/83/index.m3u8$LR•IPV4『线路8』
广东新闻,http://120.238.94.10:9901/tsfile/live/1010_1.m3u8$LR•IPV4『线路1』
广东新闻,http://mzitv.cn:32/tsfile/live/1007_1.m3u8$LR•IPV4『线路2』
广东新闻,http://mom.coms.hk:9901/tsfile/live/1008_1.m3u8$LR•IPV4『线路3』
广东新闻,http://183.11.239.36:808/hls/5/index.m3u8$LR•IPV4『线路4』
广东民生,http://mzitv.cn:32/tsfile/live/1009_1.m3u8$LR•IPV4『线路1』
广东民生,http://120.77.205.62:8087/rtp/239.77.0.225:5146$LR•IPV4『线路2』
广东民生,http://183.11.239.36:808/hls/18/index.m3u8$LR•IPV4『线路3』
广东体育,http://120.238.94.10:9901/tsfile/live/1012_1.m3u8$LR•IPV4『线路1』
广东体育,http://mzitv.cn:32/tsfile/live/1008_1.m3u8$LR•IPV4『线路2』
广东体育,http://120.77.205.62:8087/rtp/239.77.0.112:5146$LR•IPV4『线路3』
广东体育,http://183.11.239.36:808/hls/2/index.m3u8$LR•IPV4『线路4』
广州综合,http://120.77.205.62:8087/rtp/239.253.43.71:5146$LR•IPV4
广州影视,http://120.77.205.62:8087/rtp/239.253.43.68:5146$LR•IPV4
深圳少儿频道,http://atsj.tv.inf.ua/php/gd.php?id=szse$LR•IPV4
江门综合,http://120.77.205.62:8087/rtp/239.77.0.195:5146$LR•IPV4
汕头综合,http://120.77.205.62:8087/rtp/239.253.43.30:5146$LR•IPV4
佛山综合,http://120.77.205.62:8087/rtp/239.253.43.52:5146$LR•IPV4
📡  湖南频道,#genre#
湖南经视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0241&tk=23a9aca1f79f$LR•IPV4『线路1』
湖南经视,http://220.170.241.204:9901/tsfile/live/1001_1.m3u8$LR•IPV4『线路2』
湖南经视,http://116.128.242.83:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路3』
湖南经视,http://110.53.218.182:9902/tsfile/live/1004_1.m3u8$LR•IPV4『线路4』
湖南电视剧,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9007&tk=23a9aca1f79f$LR•IPV4『线路1』
湖南电视剧,http://116.128.242.83:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路2』
湖南电影,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3631&tk=23a9aca1f79f$LR•IPV4『线路1』
湖南电影,http://116.128.242.83:9901/tsfile/live/1009_1.m3u8$LR•IPV4『线路2』
金鹰卡通,http://183.94.1.118:8801/tsfile/live/1000_1.m3u8$LR•IPV4『线路1』
金鹰卡通,http://120.192.226.35:8009/hls/67/index.m3u8$LR•IPV4『线路2』
金鹰卡通,http://61.138.128.226:19901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路3』
金鹰卡通,http://36.105.100.208:35455/itv/5000000006000040024.m3u8?cdn=bestzb$LR•IPV4『线路4』
金鹰卡通,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3187&tk=e503191f8e20$LR•IPV4『线路5』
金鹰卡通,http://58.19.43.46:9901/tsfile/live/1000_1.m3u8$LR•IPV4『线路6』
金鹰卡通,http://139.129.231.228:50060/rtp/239.21.1.48:5002$LR•IPV4『线路7』
金鹰卡通,http://220.170.241.204:9901/tsfile/live/1005_1.m3u8$LR•IPV4『线路8』
金鹰卡通,http://139.196.151.191:2051/rtp/239.45.3.118:5140$LR•IPV4『线路9』
金鹰卡通,http://183.11.239.36:808/hls/69/index.m3u8$LR•IPV4『线路10』
湖南公共,http://116.128.242.83:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4
湖南娱乐,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6594&tk=23a9aca1f79f$LR•IPV4『线路1』
湖南娱乐,http://116.128.242.83:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路2』
金鹰纪实,http://36.105.100.208:35455/itv/5000000011000031203.m3u8?cdn=bestzb$LR•IPV4『线路1』
金鹰纪实,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4197&tk=f6cc1e0a0e1a$LR•IPV4『线路2』
金鹰纪实,http://120.238.94.10:9901/tsfile/live/1059_1.m3u8$LR•IPV4『线路3』
金鹰纪实,http://139.129.231.228:50060/rtp/239.21.1.170:5002$LR•IPV4『线路4』
金鹰纪实,http://183.11.239.36:808/hls/171/index.m3u8$LR•IPV4『线路5』
金鹰纪实,http://116.128.242.83:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路6』
金鹰纪实,http://139.196.151.191/rtp/239.45.1.45:5140$LR•IPV4『线路7』
金鹰纪实,http://121.19.134.222:808/tsfile/live/1037_1.m3u8$LR•IPV4『线路8』
湖南国际,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1138&tk=23a9aca1f79f$LR•IPV4
湖南都市,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7510&tk=23a9aca1f79f$LR•IPV4『线路1』
湖南都市,http://220.170.241.204:9901/tsfile/live/1002_1.m3u8$LR•IPV4『线路2』
湖南都市,http://116.128.242.83:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路3』
湖南都市,http://110.53.218.182:9902/tsfile/live/0127_1.m3u8$LR•IPV4『线路4』
快乐垂钓,http://36.105.100.208:35455/itv/5000000011000031206.m3u8?cdn=bestzb$LR•IPV4『线路1』
快乐垂钓,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8968&tk=e640d0a1bf70$LR•IPV4『线路2』
快乐垂钓,http://120.55.49.231:3095/rtp/233.50.201.109:5140$LR•IPV4『线路3』
📡  福建频道,#genre#
📡  湖北频道,#genre#
湖北经视,http://183.94.1.118:8801/tsfile/live/1017_1.m3u8$LR•IPV4『线路1』
湖北经视,http://58.19.43.46:9901/tsfile/live/1017_1.m3u8$LR•IPV4『线路2』
湖北综合,http://58.19.133.144:9901$LR•IPV4
湖北垄上,http://58.19.43.46:9901/tsfile/live/1015_1.m3u8$LR•IPV4
湖北影视,http://58.19.43.46:9901/tsfile/live/1016_1.m3u8$LR•IPV4
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8$LR•IPV4
武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8$LR•IPV4
武汉外语,http://stream.appwuhan.com/6tzb/sd/live.m3u8$LR•IPV4
📡  天津频道,#genre#
📡  安徽频道,#genre#
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8?zanhd$LR•IPV4
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd$LR•IPV4
滁州新闻综合,http://live.cztv.cc:85/live/xwpd.m3u8?zanhd$LR•IPV4
📡  河南频道,#genre#
📡  河北频道,#genre#
河北都市,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2418&tk=f6cc1e0a0e1a$LR•IPV4『线路1』
河北都市,http://121.19.134.222:808/tsfile/live/1001_1.m3u8$LR•IPV4『线路2』
河北农民,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6519&tk=f6cc1e0a0e1a$LR•IPV4『线路1』
河北农民,http://121.19.134.222:808/tsfile/live/1005_1.m3u8$LR•IPV4『线路2』
石家庄新闻综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0536&tk=7877e7cc41c7$LR•IPV4
石家庄娱乐,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0948&tk=97475bb89d45$LR•IPV4
石家庄生活,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6093&tk=7d4ad8f156e3$LR•IPV4
石家庄都市,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5859&tk=97475bb89d45$LR•IPV4
📡  重庆频道,#genre#
📡  四川频道,#genre#
📡  陕西频道,#genre#
陕西卫视,http://zb.5kds.com/sx.php$LR•IPV4『线路1』
陕西卫视,http://120.192.226.35:8009/hls/17/index.m3u8$LR•IPV4『线路2』
陕西卫视,http://36.32.174.67:60080/newlive/live/hls/44/live.m3u8$LR•IPV4『线路3』
陕西卫视,http://cssbyd.imwork.net:8082/hls/42/index.m3u8$LR•IPV4『线路4』
陕西卫视,http://61.138.128.226:19901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路5』
陕西卫视,http://36.105.100.208:35455/itv/1000000002000007495.m3u8?cdn=ystenlive$LR•IPV4『线路6』
陕西卫视,http://113.118.15.210:808/hls/58/index.m3u8$LR•IPV4『线路7』
陕西卫视,http://110.7.131.4:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路8』
陕西卫视,http://211.101.234.24:866/aishang/migu.php/migu.php?id=sxws$LR•IPV4『线路9』
陕西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6576&tk=23a9aca1f79f$LR•IPV4『线路10』
陕西卫视,http://gxlive.snrtv.com/sxws-SD.m3u8$LR•IPV4『线路11』
陕西新闻资讯,http://gxlive.snrtv.com/sx1-SD.m3u8$LR•IPV4
陕西体育休闲,http://gxlive.snrtv.com/sx7-SD.m3u8$LR•IPV4
陕西都市青春,http://gxlive.snrtv.com/sx2-SD.m3u8$LR•IPV4
📡  广西频道,#genre#
广西新闻,http://116.9.204.242:9901/tsfile/live/1001_1.m3u8$LR•IPV4
南宁公共,http://13457610200.8866.org:2018/live/南宁公共/index.m3u8$LR•IPV4『线路1』
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8?zguangxd$LR•IPV4『线路2』
南宁公共,https://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8$LR•IPV4『线路3』
📡  香港频道,#genre#
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct$LR•IPV4『线路1』
翡翠台,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn$LR•IPV4『线路2』
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali2$LR•IPV4『线路3』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路4』
翡翠台,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0401&tk=2aca1ad9a849$LR•IPV4『线路5』
翡翠台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=53$LR•IPV4『线路6』
翡翠台,http://mzitv.cn:32/tsfile/live/1016_1.m3u8$LR•IPV4『线路7』
翡翠台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941619&extension=ts&play_token=p2yEuU1aFS$LR•IPV4『线路8』
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt$LR•IPV4『线路1』
明珠台,http://qjrhc.jydjd.top:2911/udp/224.1.100.123:11111$LR•IPV4『线路2』
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw$LR•IPV4『线路1』
无线新闻,https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8$LR•IPV4『线路2』
无线新闻,P2p://starvod.xyz:19806/d60ace912a444a00be4c5918d656dc6f$LR•IPV4『线路3』
无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn$LR•IPV4『线路4』
TVB娱乐新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw$LR•IPV4
TVB华丽台,http://php.jdshipin.com:8880/smt.php?id=Tvbjade$LR•IPV4
TVB星河台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe$LR•IPV4『线路1』
TVB星河台,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8$LR•IPV4『线路2』
TVB千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc$LR•IPV4
Hoy Tv,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv$LR•IPV4
Astr剧集,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod$LR•IPV4
华丽翡翠台,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8$LR•IPV4
亚洲武侠,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8$LR•IPV4
TVB Plus,https://cdn.163189.xyz/live/tvbp/stream.m3u8$LR•IPV4
Channel 5,http://00ds.mc.hi.cn/ddzbsmt.php?id=Channel5HD$LR•IPV4
Channel 8,http://00ds.mc.hi.cn/ddzbsmt.php?id=Channel8HD$LR•IPV4
Channel U,http://00ds.mc.hi.cn/ddzbsmt.php?id=ChannelU$LR•IPV4
美亚电影台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya$LR•IPV4
中天新闻,P2p://starvod.xyz:19806/dcde303976b6413dbfbfc63da5d3439d$LR•IPV4『线路1』
中天新闻,P2p://starvod.xyz:19806/c30dc54a6f874c99bd67f9ca7935c63f$LR•IPV4『线路2』
中天新闻,https://aktv.top/AKTV/live/aktv/null8/AKTV.m3u8$LR•IPV4『线路3』
寰宇新闻台,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8$LR•IPV4
Nick Jr,http://00ds.mc.hi.cn/ddzbsmt.php?id=Nickjr$LR•IPV4
Nickelodeon,http://00ds.mc.hi.cn/ddzbsmt.php?id=Nickelodeon$LR•IPV4
Thrill,http://00ds.mc.hi.cn/ddzbsmt.php?id=Thrill$LR•IPV4
📡  台湾频道,#genre#
中视新闻,P2p://starvod.xyz:19806/60901e8b36254ffea76905ae140ec8e4$LR•IPV4
民视新闻,P2p://starvod.xyz:19806/85724af489c94b319c108b754f4eb381$LR•IPV4
台视新闻,P2p://starvod.xyz:19806/2e9ca06c53c84603ac0230e459ebafd1$LR•IPV4『线路1』
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8$LR•IPV4『线路2』
台视财经,P2p://starvod.xyz:19806/e9b57fc5756f4f78b876adf7f59e8c81$LR•IPV4
华视新闻,P2p://starvod.xyz:19806/fc3998cc8d7d4608bc9d0ade911c3a76$LR•IPV4
寰宇新闻,P2p://starvod.xyz:19806/6d0911b11be041bbba3bf911b1bb6167$LR•IPV4
华视,rtmp://f13h.mine.nu/sat/tv111$LR•IPV4
八大综合,P2p://starvod.xyz:19806/473b62b7f9d040dab92267754502fb64$LR•IPV4
中视菁采,P2p://starvod.xyz:19806/ab03f4a5d3444f999b245245d9f5db9b$LR•IPV4
中视经典,P2p://starvod.xyz:19806/a0d66cf5bc664556b1547e965464a5df$LR•IPV4
龙华电影,P2p://starvod.xyz:19806/bb08f432ff684290a154dd0add3b2b9a$LR•IPV4
龙华偶像,P2p://starvod.xyz:19806/f15d8401c26743e8b1b91e411d98c9bd$LR•IPV4
龙华戏剧,P2p://starvod.xyz:19806/c01e140674374ad1801668e99b3f0b89$LR•IPV4
靖洋戏剧,P2p://starvod.xyz:19806/7c9e5f12ff0e4c27a7cfdd2365f777f5$LR•IPV4
靖天综合,P2p://starvod.xyz:19806/d40a8025b60543aab57a0abbc49c6cb6$LR•IPV4
靖天日本,P2p://starvod.xyz:19806/efc44b06ec0b437a821d1d7ef2801d5a$LR•IPV4
靖天欢乐,P2p://starvod.xyz:19806/aefd7b9df76e4d86b79252e96ca0c03d$LR•IPV4
靖天映画,P2p://starvod.xyz:19806/2182dcdc31f64d11be57958f121653a4$LR•IPV4
靖洋卡通,P2p://starvod.xyz:19806/23377ae77adc43c6980b1c6c23f018c9$LR•IPV4
靖天戏剧,P2p://starvod.xyz:19806/1dddf866590c407dab3f1054950bf575$LR•IPV4
靖天电影,P2p://starvod.xyz:19806/cd47dabb4fd745df9c81cce941540481$LR•IPV4
靖天国际,P2p://starvod.xyz:19806/dd4a46925d6549369b0c6b6465c73302$LR•IPV4
靖天资讯,P2p://starvod.xyz:19806/d07b3592bf284ef4a25a99b84aecf4d0$LR•IPV4
博斯魅力,P2p://starvod.xyz:19806/849f392784d4416195ae08039dc1a5b0$LR•IPV4
博斯网球,P2p://starvod.xyz:19806/ead4e147b5504b68bf5cf48877bedaef$LR•IPV4
靖天卡通,P2p://starvod.xyz:19806/9b96baec9941499fbe6b6ffd8626a9f9$LR•IPV4
非凡商业,P2p://starvod.xyz:19806/409e71d738aa4803b297adf29dc01738$LR•IPV4
东森财经,P2p://starvod.xyz:19806/9db737ccfb474f40afaf632f0f45b3db$LR•IPV4
📡  新闻频道p2p,#genre#
民视新闻台,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8$LR•IPV4
年代新闻,P2p://starvod.xyz:19806/5be0f272d36548d1b7fae2f3ea1a02f4$LR•IPV4
CGTN,https://0472.org/hls/cgtn.m3u8$LR•IPV4『线路1』
CGTN,https://english-livebkws.cgtn.com/live/encgtn.m3u8$LR•IPV4『线路2』
BBC World News,http://00ds.mc.hi.cn/ddzbsmt.php?id=bbcnews_twn$LR•IPV4『线路1』
BBC World News,http://00ds.mc.hi.cn/ddzbsmt.php?id=Bbcnews$LR•IPV4『线路2』
BBC World News,http://00ds.mc.hi.cn/ddzbsmt.php?id=bbcworldnews_antik$LR•IPV4『线路3』
CNBC,http://00ds.mc.hi.cn/ddzbsmt.php?id=cnbc_twn$LR•IPV4
CNA,http://00ds.mc.hi.cn/ddzbsmt.php?id=cna$LR•IPV4
三立iNEWS,P2p://starvod.xyz:19806/580fb306a29948d59b195c50cc496c52$LR•IPV4
Euronews,http://00ds.mc.hi.cn/ddzbsmt.php?id=euronews_antik$LR•IPV4
Fox News,http://00ds.mc.hi.cn/ddzbsmt.php?id=foxnews_twn$LR•IPV4
📡  电影频道p2p,#genre#
靖天电影台,https://aktv.top/AKTV/live/aktv/null6/AKTV.m3u8$LR•IPV4
HBO Family,http://00ds.mc.hi.cn/ddzbsmt.php?id=Hbofamily$LR•IPV4
天映频道,P2p://starvod.xyz:19806/aef2d7f0e0724e27a467d3fa8b0952ec$LR•IPV4
天映经典,P2p://starvod.xyz:19806/bffd7496bf62417d8690e622bba7a577$LR•IPV4
龙祥电影,P2p://starvod.xyz:19806/372eb2545c364594829fda221ee65581$LR•IPV4
CHC动作电影,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4654&tk=23a9aca1f79f$LR•IPV4
CHC家庭影院,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3027&tk=23a9aca1f79f$LR•IPV4『线路1』
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8$LR•IPV4『线路2』
📡  戏剧频道p2p,#genre#
三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8$LR•IPV4
八大戏剧台,http://61.221.215.25:8800/hls/39/index.m3u8$LR•IPV4
🇨🇳数字4K,#genre#
🇨🇳虎牙直播,#genre#
哆啦A梦,http://live.nctv.top/huya.php?id=11601963$LR•IPV4『线路1』
哆啦A梦,http://www.xzbn.site:35455/huya/11601963$LR•IPV4『线路2』
王者荣耀,http://tc-tct.douyucdn2.cn/dyliveflv1a/1863767rkpl2_2000p.m3u8?wsAuth=e06e8fc59b6e23439332b7caf1b2687d&token=cpn-androidmpro-0-1863767-7b520f6fe0a2b18d8fe12b672922635bfc8c2d455179f350&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2$LR•IPV4『线路1』
王者荣耀,http://live.nctv.top/huya.php?id=660002$LR•IPV4『线路2』
王者荣耀,http://www.xzbn.site:35455/huya/660002$LR•IPV4『线路3』
JJ斗地主,http://tc-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII_2000.m3u8?wsAuth=fd695c444eeee99cc6122ed396c805ba&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2$LR•IPV4
雨神,http://live.nctv.top/douyu.php?id=6512$LR•IPV4『线路1』
雨神,http://2.itv.nctv.top:54321/douyu/6512$LR•IPV4『线路2』
雨神,http://www.xzbn.site:35455/douyu/6512$LR•IPV4『线路3』
麻将靓旭,http://live.nctv.top/douyu.php?id=1165924$LR•IPV4『线路1』
麻将靓旭,http://2.itv.nctv.top:54321/douyu/1165924$LR•IPV4『线路2』
麻将靓旭,http://www.xzbn.site:35455/douyu/1165924$LR•IPV4『线路3』
周星驰,http://live.nctv.top/huya.php?id=11342412$LR•IPV4『线路1』
周星驰,http://www.xzbn.site:35455/huya/11342412$LR•IPV4『线路2』
周星驰,http://alist.xicp.fun:35455/yy/1382736808#https://live.metshop.top/yy/1382736808$LR•IPV4『线路3』
周星驰,http://alist.xicp.fun:35455/yy/1382851590$LR•IPV4『线路4』
李连杰,http://live.nctv.top/huya.php?id=11342390$LR•IPV4『线路1』
李连杰,http://www.xzbn.site:35455/huya/11342390$LR•IPV4『线路2』
林正英,http://live.nctv.top/huya.php?id=11342421$LR•IPV4『线路1』
林正英,http://www.xzbn.site:35455/huya/11342421$LR•IPV4『线路2』
成龙,http://live.nctv.top/huya.php?id=11342386$LR•IPV4『线路1』
成龙,http://www.xzbn.site:35455/huya/11342386$LR•IPV4『线路2』
甄子丹,http://live.nctv.top/huya.php?id=11352935$LR•IPV4『线路1』
甄子丹,http://www.xzbn.site:35455/huya/11352935$LR•IPV4『线路2』
